lemma	sense	pos	definitionEn	definitionZh	usageExplanationZh	exampleEn	exampleZh	collocations
quixotic	adjective	adjective	having idealistic goals that are impractical or unlikely to succeed	不切實際的；空想的	源自唐吉軻德（Don Quixote），形容理想過於浪漫但脫離現實，常修飾 plan、pursuit。	His quixotic plan to reform the entire industry alone was doomed to fail.	他企圖獨自改革整個產業的不切實際計畫注定會失敗。	[{"text":"a quixotic quest","meaningZh":"不切實際的追求"}]
quota	noun	noun	an official limit on the number or amount of something that is allowed	限額；配額	常見 import quota、sales quota，指官方或組織設定的數量上限或目標。	The company set a monthly sales quota for each employee.	公司為每位員工設定了每月的銷售配額。	[{"text":"an import quota","meaningZh":"進口配額"}]
quotation	noun	noun	a sentence or phrase taken from a book or speech, or an official price estimate for a job	引文；報價	兩義：文學／演講中的引用語句；商業語境中承包商或供應商提供的價格估算。	He began his speech with a quotation from Lincoln.	他以林肯的一句話作為演講的開場引文。	[{"text":"request a quotation","meaningZh":"索取報價"},{"text":"a quotation from a speech","meaningZh":"演說的引文"}]
quote	verb	verb	to repeat exactly what someone else has said or written	引述；引用	常接 sb as saying、quote from a book；也可作名詞 a quote，指引文或報價。	She quoted a famous line from Shakespeare in her essay.	她在文章中引用了莎士比亞的一句名言。	[{"text":"quote someone verbatim","meaningZh":"逐字引述某人的話"}]
rack	noun	noun	a frame or structure with bars or hooks used for holding or storing things	架子；擱架	常見 towel rack、luggage rack；片語 rack one's brains 指絞盡腦汁。	He hung his coat on the rack by the door.	他把外套掛在門邊的架子上。	[{"text":"a luggage rack","meaningZh":"行李架"}]
radar	noun	noun	a system that uses radio waves to detect the position and speed of objects such as aircraft	雷達	科技用語，也常見比喻用法 on/off someone's radar，指是否受到注意或關注。	The plane was tracked by radar throughout its flight.	這架飛機全程都受到雷達追蹤。	[{"text":"on the radar","meaningZh":"受到關注"},{"text":"radar detection","meaningZh":"雷達偵測"}]
radiation	noun	noun	energy given off in the form of waves or particles, especially from radioactive substances or the sun	輻射	常見 nuclear radiation、solar radiation；醫學語境中也指放射治療 radiation therapy。	Workers wore protective suits to avoid radiation exposure.	工人穿上防護衣以避免接觸輻射。	[{"text":"exposure to radiation","meaningZh":"接觸輻射"},{"text":"radiation therapy","meaningZh":"放射治療"}]
radical	adjective	adjective	favoring extreme or fundamental change, especially in politics or society	激進的；根本的	常修飾 change、reform、idea，也可修飾人（radical politician），與 moderate 相對。	The new government introduced radical reforms to the tax system.	新政府對稅制推行了激進的改革。	[{"text":"radical change","meaningZh":"根本的改變"},{"text":"radical reform","meaningZh":"徹底改革"}]
raffle	noun	noun	a way of raising money by selling numbered tickets, some of which win prizes	抽獎	常見 raffle ticket，多用於募款活動；與 lottery 類似但通常規模較小、獎品非現金。	They held a raffle to raise money for the school.	他們舉辦了一場抽獎活動為學校募款。	[{"text":"a raffle ticket","meaningZh":"抽獎券"},{"text":"hold a raffle","meaningZh":"舉辦抽獎"}]
rafter	noun	noun	one of the sloping beams that support a roof	椽木；屋樑	建築用語，指支撐屋頂的斜向樑木；片語 the rafters 可比喻指屋內高處（as if to bring down the rafters）。	The old barn's rafters were exposed, giving it a rustic look.	這座老穀倉外露的椽木讓它顯得別有一番鄉村風味。	[{"text":"roof rafters","meaningZh":"屋頂椽木"},{"text":"packed to the rafters","meaningZh":"擠得滿滿的"}]
rage	noun	noun	violent, uncontrollable anger	盛怒；狂怒	常見 fly into a rage、road rage；程度比 anger 更激烈、失控。	He was in a blind rage after hearing the news.	聽到這個消息後，他陷入了盲目的盛怒之中。	[{"text":"fly into a rage","meaningZh":"勃然大怒"},{"text":"road rage","meaningZh":"路怒症"}]
raid	noun	noun	a sudden attack on a place, especially by police or armed forces	突襲；搜查	常見 police raid、air raid；也可作動詞 raid a building，指出其不意地闖入搜查或攻擊。	Police conducted a raid on the suspected drug house.	警方對這間疑似毒窟的房子展開了突襲搜查。	[{"text":"a police raid","meaningZh":"警方突襲搜查"},{"text":"an air raid","meaningZh":"空襲"}]
rail	noun	noun	a horizontal bar, especially one used as part of a fence, track, or support	欄杆；鐵軌	常見 handrail、guardrail、by rail（搭火車）；片語 go off the rails 指行為脫序、失控。	Hold onto the rail as you go down the stairs.	下樓梯時請扶好欄杆。	[{"text":"by rail","meaningZh":"搭火車"},{"text":"a hand rail","meaningZh":"扶手欄杆"}]
rainbow	noun	noun	an arc of different colors that appears in the sky when sunlight shines through rain	彩虹	日常用語，也常象徵希望或多樣性，如 rainbow flag。	A beautiful rainbow appeared after the rain stopped.	雨停之後，天空出現了一道美麗的彩虹。	[{"text":"a rainbow appears","meaningZh":"出現彩虹"},{"text":"all the colours of the rainbow","meaningZh":"五彩繽紛的色彩"}]
rally	noun	noun	a large public meeting held to support a cause, or a significant recovery in strength, price, or spirits	集會；反彈	常見 political rally（政治集會）或 stock market rally（股市反彈），指群眾聚集或情勢好轉。	Thousands attended the rally to protest the new policy.	數千人參加了這場抗議新政策的集會。	[{"text":"a political rally","meaningZh":"政治集會"},{"text":"a stock market rally","meaningZh":"股市反彈"}]
ramp	noun	noun	a sloped surface connecting two different levels	斜坡；坡道	常見 wheelchair ramp、highway ramp；片語 ramp up 指急遽增加或加強（作動詞片語）。	The building has a ramp for wheelchair access.	這棟建築設有供輪椅使用的斜坡道。	[{"text":"a wheelchair ramp","meaningZh":"輪椅坡道"},{"text":"an access ramp","meaningZh":"出入坡道"}]
rampage	verb	verb	to move around in a wild, violent, and uncontrolled way	橫衝直撞；狂暴行動	常見 go on a rampage，指人或動物失控地破壞、攻擊，語氣強烈。	The bull rampaged through the streets after escaping from the farm.	這頭公牛逃出農場後在街上橫衝直撞。	[{"text":"rampage through the streets","meaningZh":"在街道上橫衝直撞"}]
rampant	adjective	adjective	existing or spreading in an uncontrolled way, especially something bad	猖獗的；蔓延失控的	常修飾 crime、corruption、disease，強調負面事物大範圍且難以控制地擴散。	Corruption was rampant in the local government.	貪腐現象在地方政府中十分猖獗。	[{"text":"rampant corruption","meaningZh":"猖獗的貪腐"},{"text":"run rampant","meaningZh":"肆虐；失控蔓延"}]
ranch	noun	noun	a large farm used for raising cattle, horses, or sheep, especially in North America	大牧場	北美用語，指專門畜養牲畜的大片農場；也可作動詞 ranch，指經營牧場。	He grew up on a cattle ranch in Texas.	他在德州的一座牧牛場長大。	[{"text":"a cattle ranch","meaningZh":"養牛牧場"},{"text":"work on a ranch","meaningZh":"在牧場工作"}]
rancor	noun	noun	a strong, bitter feeling of hatred or resentment	深仇；怨恨	正式用語，強調長期積累、根深柢固的怨恨，常見 without rancor（不帶怨恨）。	Despite the bitter divorce, they parted without rancor.	儘管離婚過程痛苦，他們分手時並無怨恨。	[{"text":"without rancor","meaningZh":"不懷怨恨"},{"text":"political rancor","meaningZh":"政治上的怨懟"}]
random	adjective	adjective	happening or done without a specific plan, pattern, or reason	隨機的；任意的	常見 random selection、random sample，強調不受特定規律或意圖影響。	The winners were chosen at random from all entries.	得獎者是從所有參賽作品中隨機抽選出來的。	[{"text":"a random sample","meaningZh":"隨機樣本"},{"text":"at random","meaningZh":"隨機地"}]
ranger	noun	noun	an official who is responsible for patrolling and protecting a park or forest	巡山員；護林員	常見 park ranger，也可指特種部隊（Army Ranger），需依上下文判斷。	The park ranger warned hikers about the approaching storm.	這位巡山員警告健行者暴風雨即將來臨。	[{"text":"a park ranger","meaningZh":"公園管理員"},{"text":"a forest ranger","meaningZh":"護林員"}]
rank	noun	noun	a position in a hierarchy, especially in the armed forces or an organization	官階；級別	常見 military rank、the rank of colonel；也可作動詞 rank，指依某標準排列名次。	He rose to the rank of captain in the army.	他在軍中晉升到上尉的官階。	[{"text":"military rank","meaningZh":"軍階"},{"text":"rise through the ranks","meaningZh":"逐級晉升"}]
