lemma	sense	pos	definitionEn	definitionZh	usageExplanationZh	exampleEn	exampleZh
atmosphere	noun	noun	the layer of gases surrounding a planet or other celestial body	天體周圍的大氣層	地球的大氣通常說 the atmosphere；其他行星可說 the atmosphere of Mars。	The atmosphere protects Earth from many small incoming objects.	大氣層能保護地球免受許多小型外來天體直接撞擊。
atmosphere	noun_mood	noun	the mood or feeling of a place or situation	氣氛；氛圍	常見 a relaxed atmosphere 或 a tense atmosphere；不是只指空氣本身。	The meeting took place in a friendly atmosphere.	會議在友善的氣氛中進行。
atmosphere	noun_air	noun	the air conditions in a particular place	某場所的空氣狀況	常見 a smoky atmosphere 或 a humid atmosphere，描述局部環境中的空氣。	The workshop had a dusty atmosphere.	工作坊裡的空氣布滿灰塵。
atom	noun	noun	the smallest unit of a chemical element that retains its identity as that element	仍保有某元素身分的最小單位；原子	可數名詞；原子包含原子核與電子，不等於不能再分割的最小粒子。	A water molecule contains two hydrogen atoms and one oxygen atom.	一個水分子含有兩個氫原子與一個氧原子。
atom	noun_amount	noun	a very small amount of something	極微量；一絲	比喻用法，常用 not an atom of，表示完全沒有某種性質。	There was not an atom of truth in the rumor.	那則謠言沒有一絲真實成分。
atomic	adjective	adjective	relating to atoms or energy released through changes in atomic nuclei	原子的；原子能的	常見 atomic structure「原子結構」或 atomic energy「原子能」；後者較精確的名稱是核能。	The course introduces atomic structure.	這門課介紹原子結構。
atomic	adjective_indivisible	adjective	forming a single unit that cannot be divided in a given process	在特定操作中不可分割的	資訊領域常見 atomic operation「原子操作」，表示操作視為不可分割的整體。	The database treats the update as an atomic operation.	資料庫將這次更新視為不可分割的操作。
atrocity	noun	noun	an extremely cruel or inhumane act	暴行；極其殘酷的行為	通常可數，常見 commit atrocities；不是一般錯誤或不禮貌行為。	The commission investigated atrocities committed during the conflict.	委員會調查了衝突期間發生的暴行。
attach	verb	verb	to fasten or join one thing to another	附上；連接；固定	用 attach something to something；寄信時 attach a file 指附加檔案。	Please attach the receipt to your application.	請將收據附在申請書上。
attach	verb_importance	verb	to associate a value or quality with something	賦予或認定某種價值、性質	常用 attach importance to 或 attach significance to；to 後接受重視的事物。	The school attaches great importance to student wellbeing.	學校非常重視學生的身心福祉。
attach	verb_affection	verb	to develop a close emotional connection with someone or something	對人或事物產生依戀	通常用 become attached to 或 be attached to；此義不涉及實際綁縛。	She became deeply attached to the old house.	她對那棟老房子產生了深厚的感情。
attachment	noun	noun	a file sent with an electronic message	電子訊息的附件	可數名詞，常見 an email attachment；開啟前可先確認來源與檔案內容。	The invoice is included as an attachment.	發票已隨信附上。
attachment	noun_part	noun	an extra part that can be fitted to a device	裝置的附加配件	可數名詞，常見 a vacuum cleaner attachment；不要泛譯成網路連線。	This attachment lets the mixer knead dough.	這個配件能讓攪拌機揉麵團。
attachment	noun_feeling	noun	a strong emotional connection to someone or something	依戀；情感上的連結	常用 attachment to；心理學中也用於描述孩子與照顧者的依附關係。	He has a strong attachment to his hometown.	他對故鄉有深厚的依戀。
attachment	noun_legal	noun	the legal seizure of property to secure a claim or satisfy a judgment	為保全請求或執行判決而扣押財產	法律用語，常見 attachment of assets；不同司法制度的具體程序與譯名可能不同。	The court ordered the attachment of the debtor's assets.	法院命令扣押債務人的資產。
attain	verb	verb	to reach a goal, level, or state through effort or development	達到；獲得	及物動詞，直接接 goal、level 或 maturity；不加 to。	The students attained the required level of proficiency.	學生達到了規定的熟練程度。
attainment	noun	noun	the achievement of a goal or level	達成；達到的程度	常用 the attainment of a goal；educational attainment 指已達到的教育程度。	The study compares educational attainment across regions.	這項研究比較各地區的教育程度。
attendance	noun	noun	the act or frequency of being present at an event or place	出席；出勤情況	通常不可數，常用 attendance at a meeting 或 regular attendance；不要與 attention「注意」混淆。	Regular attendance is required for the course.	這門課要求定期出席。
attendance	noun_number	noun	the number of people present at an event	出席人數	常用 attendance reached a number；an attendance of 加數字也可表示到場人數。	Attendance at the concert exceeded five thousand.	音樂會的到場人數超過五千。
attendant	noun	noun	a person employed to help or serve others	服務人員；隨侍人員	可數名詞，常見 flight attendant 或 parking attendant；不一定是私人隨從。	A flight attendant helped the passenger find a seat.	一位空服員協助乘客找到座位。
attendant	noun_present	noun	a person present at a meeting or event	出席者	此義較少用；一般說會議出席者時 attendee 更常見，可避免與服務人員混淆。	The attendants at the ceremony stood in silence.	典禮出席者肅立無聲。
attendant	adjective	adjective	accompanying something as a result or associated feature	隨之而來的；伴隨的	常見 attendant risks 或 problems attendant on change；較正式，通常不用來描述人的職業。	The report discusses expansion and its attendant risks.	報告討論了擴張及其伴隨的風險。
attest	verb	verb	to provide evidence that something is true	證明；佐證	常用 attest to a fact，也可用 attest that 加子句；主詞可為人或證據。	The records attest to the building's long history.	這些紀錄證明了這棟建築歷史悠久。
attest	verb_certify	verb	to formally confirm that a document or signature is genuine	正式證明文件或簽名屬實	法律或行政用語，可直接接 signature 或 document；執行者通常需要適當資格。	A witness must attest the signature.	這份簽名必須由見證人證明屬實。
attest	verb_language	verb	to provide recorded evidence of a word or usage	以文獻證實某個詞或用法的存在	語言研究常用 be attested in；最早的書面紀錄不一定是實際首次使用。	The word is first attested in a medieval manuscript.	這個詞最早見於一份中世紀手稿。
attraction	noun	noun	a quality or feeling that draws interest or liking	吸引力；吸引的感覺	常用 attraction to someone 或 the attraction of a place；不一定是浪漫情感。	The main attraction of the job is its flexibility.	這份工作最吸引人的地方是彈性。
attraction	noun_place	noun	a place or activity that people visit or enjoy	景點；吸引遊客的活動	可數名詞，常見 tourist attraction；可指自然景觀、設施或表演。	The castle is the town's most popular attraction.	這座城堡是鎮上最受歡迎的景點。
attraction	noun_force	noun	a force that pulls objects toward one another	物體間的吸引作用	物理語境常見 gravitational attraction 或 magnetic attraction。	Gravitational attraction keeps the Moon in orbit around Earth.	重力吸引使月球繞地球運行。
attractive	adjective	adjective	pleasant in appearance or appealing in quality	外表好看的；有吸引力的	可形容人、設計或方案；an attractive offer 不涉及外貌，而是條件誘人。	The flexible hours make the position attractive to parents.	彈性工時讓這個職位對家長很有吸引力。
attractive	adjective_force	adjective	causing objects to move toward each other	具有吸引作用的	物理語境常見 attractive force，與 repulsive force「排斥力」相對。	The two particles experience an attractive force.	這兩個粒子受到相互吸引的力。
attune	verb	verb	to make someone responsive to or in harmony with something	使熟悉並能回應；使協調	常用 be attuned to needs、changes 或 emotions；日常樂器調音通常用 tune。	Good teachers are attuned to their students' needs.	好的教師能敏銳察覺並回應學生的需求。
auction	noun	noun	a public sale in which an item is sold to the highest bidder	拍賣	可數名詞，常用 at auction 或 put something up for auction；bid 是出價。	The painting was sold at auction.	這幅畫在拍賣會上售出。
auction	verb	verb	to sell something through competitive bidding	拍賣出售	及物動詞，常用 auction something off；auctioneer 指拍賣主持人。	The charity auctioned donated instruments to raise funds.	慈善機構拍賣受贈樂器來募款。
auction	noun_bridge	noun	a form of bridge in which certain tricks beyond the bid also count toward game	競叫橋牌，一種較早期的橋牌玩法	通常稱 auction bridge，現今較少見；與一般商業拍賣的語義分開理解。	The club's old records describe games of auction bridge.	俱樂部的舊紀錄記載了競叫橋牌的牌局。
audacious	adjective	adjective	bold and willing to take unusual risks	大膽冒險的	可讚賞勇氣，也可批評膽大妄為；常見 an audacious plan 或 an audacious attempt。	The team proposed an audacious plan to restore the wetland.	團隊提出了一項大膽的濕地復育計畫。
audit	noun	noun	a systematic inspection of records, processes, or performance	稽核；審計；系統性查核	可數名詞，常見 financial audit 或 safety audit；範圍不限查帳。	The audit identified weaknesses in access controls.	稽核發現了存取控制上的弱點。
audit	verb	verb	to inspect records or processes systematically for accuracy or compliance	稽核；審計；查核	及物動詞，常接 accounts、procedures 或 a system。	An independent firm audits the accounts each year.	獨立事務所每年查核帳目。
audit	verb_course	verb	to attend a course without receiving academic credit	旁聽課程而不取得學分	主要見於大學語境，直接接 a course 或 a class，不需介系詞。	She audited a course in ancient history.	她旁聽了一門古代史課程。
auditor	noun	noun	a person who formally examines records or processes	審計人員；稽核人員	可數名詞，常見 internal auditor 或 external auditor；工作不限財務帳目。	The auditor requested supporting documents for the payments.	審計人員要求提供這些付款的佐證文件。
auditor	noun_student	noun	a person attending a course without earning credit	旁聽生	教育語境，與正式修課取得學分的學生區分。	Auditors may attend lectures but do not receive grades.	旁聽生可以聽課，但不會取得成績。
augment	verb	verb	to increase the size, amount, or effectiveness of something	增加；增強	正式用語，常接 income、capacity 或 resources；通常是在原有基礎上增添。	The grant will augment the library's digital collection.	這筆補助將擴充圖書館的數位館藏。
austere	adjective	adjective	plain and lacking decoration or comfort	簡樸的；不加裝飾的	常形容房間、建築或生活方式；可能是刻意節制，也可能是資源不足。	The room was austere, with only a bed and a desk.	房間十分簡樸，只有一張床和一張書桌。
austere	adjective_stern	adjective	stern or strict in manner	嚴肅嚴厲的	常形容人的神情或態度；與說明陳設簡單的用法分開。	His austere expression discouraged further questions.	他嚴肅的神情讓人不敢再問。
authentic	adjective	adjective	genuine rather than copied, forged, or false	真實的；真品的	常見 authentic documents 或 an authentic painting；重點是真實來源。	Experts confirmed that the signature was authentic.	專家確認這個簽名是真的。
authentic	adjective_faithful	adjective	faithful to an original tradition, experience, or character	忠於原有傳統或經驗的；道地的	常形容 food、portrayal 或 experience；何者具有代表性需依具體文化與情境判斷。	The film offers an authentic portrayal of life at sea.	這部電影真實呈現了海上生活。
authenticity	noun	noun	the quality of being genuine or true to an original	真實性；真品性	不可數名詞，常用 verify the authenticity of；不是所有情境都可譯為一般可靠性。	The museum investigated the artifact's authenticity.	博物館調查了這件文物的真偽。
authorization	noun	noun	official permission or the granting of permission	授權；正式許可	通常不可數，常用 authorization to do 或 without authorization；英式也拼作 authorisation。	Access to the records requires written authorization.	存取這些紀錄需要書面授權。
authorize	verb	verb	to give official permission for an action or to a person	授權；批准	常用 authorize someone to do something，或直接接 payment、access 等事項。	The director authorized the team to proceed.	主任授權團隊繼續進行。
automatic	adjective	adjective	operating without direct human control at each step	自動的	常見 automatic doors 或 automatic updates；不表示整套系統完全不需人員管理。	The system creates an automatic backup every night.	系統每晚都會自動備份。
automatic	adjective_unconscious	adjective	done without conscious thought or deliberate choice	不經思考的；下意識的	常形容 reaction 或 response，表示習慣性或反射性的行為。	His automatic response was to reach for the phone.	他下意識的反應就是伸手拿電話。
automatic	adjective_inevitable	adjective	happening as a direct result without a separate decision	自動產生的；無須另行決定的	常見 automatic renewal 或 automatic qualification；是否適用仍取決於明定條件。	Membership includes automatic entry to the annual exhibition.	會員資格包含年度展覽的入場權，無須另行申請。
automation	noun	noun	the use of systems or machines to perform tasks with reduced human intervention	自動化	不可數名詞，常見 factory automation 或 automation of routine tasks；與單一自動裝置區分。	Automation reduced the time spent on repetitive data entry.	自動化減少了重複輸入資料所需的時間。
autonomous	adjective	adjective	able to govern itself or make decisions independently	自治的；能自主決策的	常見 an autonomous region 或 autonomous institutions；自主程度依法律與制度而異。	The university operates as an autonomous institution.	這所大學以自主機構的形式運作。
autonomous	adjective_machine	adjective	able to operate and make decisions without continuous human direction	能自主運作的	常見 autonomous vehicles 或 autonomous robots；比 automatic 更強調感知與決策能力。	The autonomous robot navigates around obstacles.	這台自主機器人能避開障礙物行進。
