lemma	sense	pos	definitionEn	definitionZh	usageExplanationZh	exampleEn	exampleZh
glacial	adjective	adjective	relating to glaciers or ice ages, or extremely cold and slow	冰河的；極其緩慢冷淡的	可指地質上的冰河現象，如 glacial period；比喻用法如 glacial pace（極其緩慢的速度）。	The negotiations proceeded at a glacial pace.	談判進展得極其緩慢。
glacier	noun	noun	a large, slow-moving mass of ice formed over many years	冰河	地理學用語，常見 melting glaciers（融化的冰河），與氣候變遷議題常一起出現。	Scientists are studying how quickly the glacier is melting.	科學家正在研究這座冰河融化的速度有多快。
glance	noun	noun	a brief or quick look	一瞥；匆匆一看	常見 at a glance（一看就知道）、a quick glance；比 look 更短暫。	At a glance, the two designs seemed identical.	乍看之下，這兩個設計似乎一模一樣。
glance	verb	verb	to take a brief or quick look at something	瞥一眼；匆匆看一下	常接 at，如 glance at the clock；動作短暫，與 stare（長時間凝視）相對。	She glanced at her phone during the meeting.	她在會議中瞥了一眼手機。
glare	noun	noun	a fierce or angry look, or a strong, unpleasant light	怒目而視；刺眼的強光	常見 give someone a glare（狠狠瞪某人），或形容陽光刺眼，如 the glare of the sun。	He shot her an angry glare across the room.	他隔著房間狠狠地瞪了她一眼。
glare	verb	verb	to look at someone angrily, or (of light) to shine with a harsh, dazzling brightness	怒目而視；刺眼地照射	常接 at，如 glare at someone；亦可形容陽光或燈光過於刺眼。	The sun glared down on the empty street.	陽光刺眼地照在空無一人的街道上。
glaze	noun	noun	a smooth, shiny coating applied to pottery, food, or a surface	釉；（食物的）光亮糖漿或塗層	常見於陶藝 pottery glaze，或甜點裝飾 a sugar glaze（糖霜）。	The donuts were topped with a sweet glaze.	這些甜甜圈上淋了一層甜甜的糖霜。
glaze	verb	verb	to cover something with a smooth, shiny coating	為……上釉；為……塗上光亮塗層	常見 glaze a pot（為陶器上釉）；也可形容眼神呆滯，如 her eyes glazed over（她的眼神變得呆滯）。	The baker glazed the cake with a thin layer of chocolate.	麵包師在蛋糕上淋了一層薄薄的巧克力糖霜。
gleam	noun	noun	a brief flash or beam of light, often soft or reflected	微光；閃光	常見 a gleam in someone's eye（眼中閃現的光芒），比喻興奮或期待的神情。	There was a gleam in her eye as she talked about the trip.	她談到這趟旅行時，眼中閃著興奮的光芒。
gleam	verb	verb	to shine with a soft, reflected light	發出微光；閃爍	常修飾乾淨光亮的物體表面，如 the floor gleamed（地板閃閃發亮）。	The polished silverware gleamed under the light.	擦亮的銀器在燈光下閃閃發光。
glimmer	noun	noun	a faint, unsteady light, or a small sign of something	微弱的光；一絲（希望等）跡象	常見 a glimmer of hope（一線希望），比喻性用法非常普遍。	Even in the darkest times, there was a glimmer of hope.	即使在最黑暗的時刻，仍有一線希望。
glimmer	verb	verb	to shine faintly and unsteadily	發出微弱閃爍的光	常修飾星光、燭光等微弱光源，語氣柔和。	Candles glimmered softly on every table.	每張桌上都閃爍著柔和的燭光。
glimpse	noun	noun	a brief, incomplete view or look at something	一瞥；驚鴻一瞥	常見 catch a glimpse of（瞥見），描述短暫看到的畫面。	She caught a glimpse of the celebrity as the car drove by.	車子駛過時，她瞥見了那位名人。
glimpse	verb	verb	to see something briefly or partially	瞥見	及物動詞，常用於文學語氣，強調短暫且不完整的視覺經驗。	He glimpsed a figure moving in the shadows.	他瞥見一個身影在陰影中移動。
glisten	verb	verb	to shine with a wet or oily surface	（因潮濕或油亮）閃閃發光	常修飾露珠、汗水、雨後路面等，如 dew glistening on grass。	Dew glistened on the grass in the early morning light.	清晨的陽光下，草地上的露珠閃閃發光。
glisten	noun	noun	a sparkling or shining appearance, especially from wetness	（潮濕表面的）光澤；閃光	較少單獨作名詞使用，多見於文學描寫。	There was a glisten of sweat on his forehead after the run.	跑步之後，他額頭上泛著汗水的光澤。
glitter	noun	noun	small, sparkling pieces used for decoration, or a sparkling light	亮片；閃爍的光芒	常見手作或化妝用亮片 glitter makeup；比喻用法如 the glitter of fame（名聲的光環，常帶諷刺意味）。	The children decorated their cards with glitter and stickers.	孩子們用亮片和貼紙裝飾他們的卡片。
glitter	verb	verb	to shine with a sparkling light	閃閃發光；閃爍	常修飾珠寶、星星等，如 stars glittering in the sky；也可比喻虛有其表，如成語 all that glitters is not gold。	The lake glittered under the afternoon sun.	湖面在午後的陽光下閃閃發光。
gloom	noun	noun	partial or total darkness, or a feeling of sadness and hopelessness	幽暗；憂鬱；沮喪的氣氛	可指實際的昏暗光線，也可比喻低落的心情或氣氛，如 an air of gloom。	A sense of gloom hung over the office after the layoffs were announced.	裁員消息公布後，辦公室瀰漫著一股沮喪的氣氛。
glorify	verb	verb	to praise or represent something as more wonderful than it really is	美化；讚揚；頌揚	常帶批評意味，指過度美化某事物，如 glorify violence（美化暴力），需視語境判斷褒貶。	The movie has been criticized for glorifying violence.	這部電影因美化暴力而受到批評。
glorious	adjective	adjective	having, worthy of, or bringing great honor or praise; magnificent	光榮的；壯麗輝煌的	常修飾勝利、天氣或景色，如 a glorious victory、a glorious sunset。	They celebrated a glorious victory after the championship game.	他們在冠軍賽後慶祝了一場光榮的勝利。
gloss	noun	noun	a shiny appearance on a surface, or a brief explanatory note on a text	光澤；（文本的）注釋	可指物體表面的光澤，如 lip gloss（唇蜜）；也指對文字的簡短注解說明。	The magazine paper has a high gloss finish.	這本雜誌的紙張具有高光澤的質感。
gloss	verb	verb	to give a shiny surface to something, or to try to make a fault or mistake seem less serious	使有光澤；淡化（過失或錯誤，常與 over 連用）	常見固定片語 gloss over（輕描淡寫、掩飾過失），語氣帶批評意味。	The report glossed over the company's financial problems.	這份報告輕描淡寫地帶過了公司的財務問題。
glow	noun	noun	a steady, soft light or warmth, or a feeling of pleasure and well-being	微光；紅光；（自豪或喜悅的）光采	常見 the glow of the fire（爐火的微光）；比喻用法如 a healthy glow（健康紅潤的氣色）。	The candles gave the room a warm glow.	蠟燭讓房間裡瀰漫著溫暖的微光。
glow	verb	verb	to produce a steady light without flame, or to show pleasure and well-being	發出微光；（因喜悅或健康）容光煥發	常接 with，如 glow with pride（因驕傲而容光煥發），也可形容燒紅的煤炭等。	Her cheeks glowed with pride after the award ceremony.	頒獎典禮後，她的臉頰因驕傲而容光煥發。
gnaw	verb	verb	to bite or chew on something persistently, or to cause persistent distress	啃咬；（憂慮等）折磨、困擾	常見 gnaw a bone（啃骨頭）；比喻用法如 doubt gnawed at her（疑慮一直困擾著她）。	The dog gnawed on the bone for hours.	那隻狗啃著骨頭啃了好幾個小時。
gobble	verb	verb	to eat food quickly and greedily	狼吞虎嚥地吃	常接 up，如 gobble up food，語氣口語生動，強調吃得又快又急。	He gobbled up his breakfast before rushing out the door.	他狼吞虎嚥地吃完早餐後就匆忙出門了。
gobble	noun	noun	the sound made by a male turkey, or an act of eating greedily	火雞的咯咯叫聲；狼吞虎嚥（口語）	較少見用法，多見於描述火雞叫聲的擬聲詞。	The turkey's loud gobble echoed across the farmyard.	火雞響亮的咯咯叫聲在農場裡迴盪。
